Shipment_ID,Shipment_Date,Origin_City,Destination_City,Distance_KM,Transport_Mode,Vehicle_Type,Weight_KG,Volume_CBM,Shipment_Type,Delivery_Days,Vendor_ID,Vendor_Name,Vendor_Rating,Vendor_Experience_Years,Base_Freight_Cost,Fuel_Cost,Toll_Cost,Handling_Cost,Other_Cost,Total_Freight_Cost,Invoice_ID,Invoice_Date,Invoice_Amount,Expected_Invoice_Amount,Payment_Status,Payment_Delay_Days,Cost_Difference,Cost_Difference_Percentage,Duplicate_Invoice_Flag,Invoice_Mismatch_Flag,Unusual_Cost_Flag,High_Risk_Vendor_Flag,Fraud_Risk_Score,Risk_Level
SHP018605,2024-08-20,Ahmedabad,Kochi,2754.1,Road,Truck,1593.9,16.27,Express,13,VEN001,Apex Logistics,4.5,24.0,37969.58,6619.51,2475.95,,176.86,46365.86,INV018605,2024-08-22,44672.32,44093.7,Paid,15,578.62,1.31,0,0,0,0,6.2,Low
SHP018606,2026-05-27,Bengaluru,Mumbai,897.6,Road,Mini Truck,556.8,,Standard,5,VEN006,FastTrack Logistics,5.0,9.0,8065.05,1238.5,1434.14,324.72,158.59,10983.21,INV018606,2026-06-01,10693.15,10668.08,Paid,12,25.07,0.24,0,0,0,0,3.5,Low
SHP018607,2025-07-06,Kochi,Hyderabad,296.1,Road,LCV,773.0,6.92,Standard,3,VEN005,ExpressHaul,3.2,11.0,4633.71,721.26,466.23,426.99,120.03,6427.42,INV018607,2025-07-13,6337.22,6389.59,Paid,6,-52.37,-0.82,0,0,0,1,10.1,Low
SHP018608,2025-12-04,Indore,Mumbai,2496.5,Rail,Container Wagon,448.2,2.73,Express,8,VEN011,Kinetic Transport,3.7,,22488.44,2405.82,0.0,355.56,278.65,24898.8,INV018608,2025-12-09,25755.76,25851.39,Paid,13,-95.63,-0.37,0,0,0,0,0.4,Low
SHP018609,2025-05-24,Ahmedabad,Nagpur,2080.6,Road,Mini Truck,416.4,1.37,Bulk,9,VEN004,Delta Freight,4.4,25.0,17368.62,2378.62,2607.48,,105.65,26046.65,INV018609,2025-05-30,26165.94,26717.19,Pending,14,-551.25,-2.06,0,0,0,0,0.0,Low
SHP018610,2025-06-20,Chandigarh,Bengaluru,796.0,Road,Truck,630.5,,Standard,4,VEN006,FastTrack Logistics,5.0,,8726.83,1248.4,940.25,,355.81,11374.47,INV018610,2025-06-21,11622.25,11706.87,Overdue,65,-84.62,-0.72,0,0,0,0,19.1,Low
SHP018611,2025-07-18,Hyderabad,Lucknow,1639.9,Road,LCV,310.4,2.36,Express,5,VEN026,Pioneer Freight,3.4,18.0,20072.32,3785.7,1660.84,334.72,153.81,27523.61,INV018611,2025-07-24,28090.69,27663.51,Pending,31,427.18,1.54,0,0,0,0,6.6,Low
SHP018612,2024-04-24,Indore,Delhi,1557.1,Road,Mini Truck,741.0,7.67,Express,5,VEN014,NorthStar Logistics,4.6,5.0,18042.78,2539.43,1506.96,377.98,248.18,22314.02,INV018612,2024-05-01,22905.68,22352.32,Overdue,55,553.36,2.48,0,0,0,0,12.0,Low
SHP018613,2025-07-20,Kochi,Ahmedabad,1097.1,Road,Truck,1429.3,4.7,Standard,5,VEN011,Kinetic Transport,3.7,,15124.0,1818.74,937.62,425.17,238.07,16616.85,INV018613,2025-07-21,17007.03,16879.55,Paid,19,127.48,0.76,0,0,0,0,9.7,Low
SHP018614,2025-05-22,Hyderabad,Surat,1115.8,Road,Truck,1435.5,20.29,Fragile,6,VEN013,Metro Cargo,4.3,13.0,16253.92,2395.56,1942.1,441.9,456.63,21593.91,INV018614,2025-05-25,21554.59,22016.2,Paid,6,-461.61,-2.1,0,0,0,0,3.3,Low
SHP018615,2026-01-11,Delhi,Kochi,1039.9,Rail,Cargo Wagon,911.8,4.43,,5,VEN030,Urban Logistics,4.4,21.0,9590.6,779.12,0.0,442.91,136.37,17463.64,INV018615,2026-01-12,16761.78,17129.89,Paid,6,-368.11,-2.15,0,0,1,0,18.0,Low
SHP018616,2024-03-20,Indore,Bengaluru,398.4,Road,Truck,690.3,4.28,,4,VEN015,Omni Freight,3.9,18.0,6138.81,651.67,534.71,322.13,1116.08,9128.27,INV018616,2024-03-21,7162.62,9240.21,Paid,10,-2077.59,-22.48,0,1,0,0,44.0,Medium
SHP018617,2025-04-02,Nagpur,Lucknow,1554.2,Road,Mini Truck,695.9,3.19,Standard,8,VEN015,Omni Freight,3.9,,13858.94,2291.04,1849.03,365.31,298.43,18867.11,INV018617,2025-04-06,18753.62,18397.81,Paid,5,355.81,1.93,0,0,0,0,14.8,Low
SHP018618,2026-04-18,Nagpur,Chennai,1803.9,Road,Trailer,2755.2,15.36,Standard,7,VEN028,SwiftCargo,3.1,9.0,27527.55,4921.69,2962.27,849.54,483.61,38193.68,INV018618,2026-04-23,36843.0,37345.6,Paid,9,-502.6,-1.35,0,0,0,1,12.4,Low
SHP018619,2026-01-05,Kochi,Chandigarh,2192.5,Rail,Container Wagon,2031.2,17.97,Standard,9,VEN002,BlueLine Transport,3.9,19.0,19790.95,1421.2,0.0,464.11,50.73,23357.85,INV018619,2026-01-11,23573.61,23643.55,Paid,18,-69.94,-0.3,0,0,0,0,7.3,Low
SHP018620,2024-09-14,Hyderabad,Jaipur,509.0,Road,Trailer,860.5,2.61,Fragile,5,VEN015,Omni Freight,3.9,18.0,8893.08,1427.73,656.28,363.65,59.9,17980.65,INV018620,2024-09-15,18960.07,18061.26,Paid,14,898.81,4.98,0,0,1,0,22.0,Low
SHP018621,2025-10-17,Surat,Indore,844.8,Road,Truck,6034.2,15.87,Standard,4,VEN023,WestWay Transport,4.9,,15713.41,2821.95,858.06,1191.64,324.23,20965.78,INV018621,2025-10-24,20995.13,20917.5,Pending,19,77.63,0.37,0,0,0,0,0.0,Low
SHP018622,2024-12-25,Chennai,Surat,445.2,Road,Truck,1014.1,6.64,Standard,3,VEN016,PrimeRoute Transport,,13.0,5793.03,638.58,710.24,454.69,430.7,7885.71,INV018622,2024-12-30,7496.98,7861.75,Overdue,113,-364.77,-4.64,0,0,0,0,25.4,Medium
SHP018623,2025-12-14,Jaipur,Hyderabad,961.2,Road,Trailer,2075.0,9.5,Express,4,VEN027,Reliable Movers,3.9,4.0,18762.55,2995.86,1650.48,628.12,206.11,24244.72,INV018623,2025-12-16,24706.88,24965.74,Paid,12,-258.86,-1.04,0,0,0,0,0.0,Low
SHP018624,2025-07-27,Surat,Delhi,797.4,Road,Trailer,1561.1,11.12,,5,VEN027,Reliable Movers,3.9,4.0,13011.21,2270.5,1239.25,494.33,72.31,16439.25,INV018624,2025-07-31,16642.79,16729.42,Paid,15,-86.63,-0.52,0,0,0,0,4.4,Low
SHP018625,2025-03-09,Surat,Kolkata,1423.5,Road,Trailer,299.9,1.53,Express,6,VEN011,Kinetic Transport,3.7,21.0,21929.63,3503.69,1876.22,306.83,76.73,29233.78,INV018625,2025-03-16,29516.0,29178.83,Paid,15,337.17,1.16,0,0,0,0,0.0,Low
SHP018626,2024-01-17,Lucknow,Chennai,1795.8,Road,Mini Truck,446.3,4.58,Bulk,8,VEN025,Orbit Logistics,4.6,,15758.88,2927.5,1810.75,326.53,323.95,22777.44,INV018626,2024-01-24,23820.27,23222.05,Paid,3,598.22,2.58,1,0,0,0,36.7,Medium
SHP018627,2025-11-15,Jaipur,Mumbai,210.1,Road,Truck,2447.2,12.69,Standard,2,VEN008,Horizon Carriers,4.6,10.0,6488.74,816.35,340.25,,104.7,13403.24,INV018627,2025-11-20,13667.81,13408.9,Paid,8,258.91,1.93,0,0,1,0,18.2,Low
SHP018628,2025-05-02,Pune,Chandigarh,1801.3,Road,LCV,662.1,3.68,Express,8,VEN008,Horizon Carriers,4.6,10.0,20141.33,3099.19,3157.17,411.74,390.86,29918.84,INV018628,2025-05-06,29387.01,29931.61,Pending,29,-544.6,-1.82,0,0,0,0,10.7,Low
SHP018629,2025-04-24,Surat,Jaipur,1839.1,Road,Truck,1384.2,14.29,Standard,7,VEN030,Urban Logistics,4.4,21.0,20611.78,3059.52,1530.66,624.13,508.71,27147.09,INV018629,2025-04-28,26203.13,26370.06,Paid,7,-166.93,-0.63,0,0,0,0,3.8,Low
SHP018630,2025-10-05,Surat,Ahmedabad,826.1,Road,Mini Truck,803.9,4.46,Express,4,VEN001,Apex Logistics,4.5,24.0,11148.4,1548.39,1270.18,437.27,64.3,14671.36,INV018630,2025-10-07,14782.98,14892.46,Paid,16,-109.48,-0.74,0,0,0,0,11.6,Low
SHP018631,2026-03-31,Chennai,Ahmedabad,652.4,Road,Truck,1981.7,9.52,Express,4,VEN011,Kinetic Transport,3.7,21.0,11814.47,2122.07,1063.01,597.4,96.08,16471.68,INV018631,2026-04-06,12546.34,16185.54,Paid,16,-3639.2,-22.48,0,1,0,0,43.7,Medium
SHP018632,2024-07-05,Bengaluru,Jaipur,2027.9,Air,Air Cargo Express,232.1,0.87,Express,5,VEN019,SkyLink Cargo,4.7,15.0,121504.09,10804.11,0.0,272.82,91.22,143625.53,INV018632,2024-07-06,142664.41,145847.59,Paid,12,-3183.18,-2.18,0,0,1,0,25.0,Medium
SHP018633,2026-03-21,Nagpur,Surat,300.4,Road,Truck,1369.1,,Express,3,VEN013,Metro Cargo,4.3,13.0,6895.4,1113.67,526.96,538.1,516.07,10212.2,INV018633,2026-03-28,10258.04,10569.61,Paid,9,-311.57,-2.95,0,0,0,0,0.0,Low
SHP018634,2024-05-18,Nagpur,Delhi,561.6,Road,Mini Truck,1046.2,5.75,Fragile,3,VEN026,Pioneer Freight,3.4,18.0,6675.08,726.16,621.19,457.21,151.18,9120.57,INV018634,2024-05-20,9191.37,9289.54,Paid,10,-98.17,-1.06,0,0,0,0,6.7,Low
SHP018635,2025-07-31,Mumbai,Ahmedabad,656.6,Rail,Container Wagon,668.8,3.9,Standard,2,VEN008,Horizon Carriers,4.6,10.0,6232.28,564.63,0.0,335.34,268.76,7288.42,INV018635,2025-08-06,7130.71,7102.01,Overdue,108,28.7,0.4,0,0,0,0,25.6,Medium
SHP018636,2025-03-14,Ahmedabad,Surat,1309.1,Road,LCV,804.3,4.7,Bulk,5,VEN017,QuickHaul,4.1,9.0,12167.66,2237.56,2129.52,,490.61,19392.4,INV018636,2025-03-19,19004.18,19191.4,Paid,13,-187.22,-0.98,0,0,0,0,5.3,Low
SHP018637,2025-11-12,Ahmedabad,Bengaluru,1380.0,Rail,Container Wagon,3150.7,11.45,Standard,6,VEN004,Delta Freight,4.4,25.0,13959.36,1442.35,0.0,597.67,381.42,16803.43,INV018637,2025-11-14,16004.98,16606.48,Paid,19,-601.5,-3.62,0,0,0,0,6.2,Low
SHP018638,2025-04-27,Delhi,Jaipur,1366.3,Road,LCV,2261.5,8.76,Express,7,VEN007,Global Route,4.5,23.0,20599.86,3563.64,1235.24,540.19,299.62,25400.0,INV018638,2025-05-02,25939.01,25816.54,Pending,19,122.47,0.47,0,0,0,0,9.5,Low
SHP018639,2025-06-08,Lucknow,Delhi,884.6,Road,Truck,3407.0,16.76,Standard,5,VEN006,FastTrack Logistics,5.0,9.0,14595.39,1952.92,1451.4,597.45,35.4,20993.04,INV018639,2025-06-11,21705.92,21404.88,Overdue,93,301.04,1.41,0,0,0,0,21.2,Low
SHP018640,2025-01-30,Kochi,Nagpur,1710.3,Road,Mini Truck,748.2,7.99,Express,6,VEN023,WestWay Transport,4.9,5.0,17481.22,2431.22,2342.56,439.07,69.32,31027.13,INV018640,2025-02-03,30647.52,31231.13,Paid,15,-583.61,-1.87,0,0,1,0,29.2,Medium
SHP018641,2025-08-16,Chennai,Lucknow,2800.0,Road,Trailer,660.7,2.1,Express,11,VEN007,Global Route,4.5,23.0,45563.62,5428.56,4703.77,311.47,236.62,64881.95,INV018641,2025-08-21,62835.29,65023.61,Overdue,84,-2188.32,-3.37,0,0,0,0,19.9,Low
SHP018642,2024-09-23,Indore,Kochi,730.2,Road,Truck,175.3,1.37,Express,3,VEN021,United Freight,4.5,24.0,10258.89,1530.23,856.38,287.64,346.54,13877.79,INV018642,2024-09-29,14106.93,14243.73,Paid,6,-136.8,-0.96,0,0,0,0,10.7,Low
SHP018643,2024-09-18,Mumbai,Kolkata,2690.7,Road,Mini Truck,331.0,2.34,Express,10,VEN011,Kinetic Transport,3.7,21.0,25611.35,4496.4,2937.37,339.82,200.99,32505.18,INV018643,2024-09-20,31971.29,31413.24,Pending,28,558.05,1.78,0,0,0,0,8.8,Low
SHP018644,2025-01-03,Chennai,Chandigarh,1561.5,Road,Truck,1279.4,7.17,Standard,7,VEN017,QuickHaul,4.1,9.0,18246.7,2631.0,2098.78,508.31,50.46,23084.3,INV018644,2025-01-06,17698.46,22832.09,Paid,12,-5133.63,-22.48,0,1,0,0,35.6,Medium
SHP018645,2024-06-30,Jaipur,Indore,1488.3,Road,Trailer,2632.7,8.74,Standard,7,VEN027,Reliable Movers,3.9,4.0,19219.81,2925.54,1068.02,807.22,352.36,25388.58,INV018645,2024-07-04,24512.04,24537.43,Paid,2,-25.39,-0.1,0,0,0,0,0.0,Low
SHP018646,2024-10-08,Surat,Delhi,958.7,Road,Trailer,585.3,2.6,Express,6,VEN026,Pioneer Freight,3.4,,19066.19,3374.81,1654.34,370.11,326.19,24931.59,INV018646,2024-10-12,24474.93,24485.67,Overdue,100,-10.74,-0.04,0,0,0,0,16.8,Low
SHP018647,2024-03-14,Surat,Indore,1131.2,Road,Mini Truck,350.3,1.33,Express,6,VEN001,Apex Logistics,4.5,24.0,11076.91,1762.44,1712.92,309.48,313.29,17535.16,INV018647,2024-03-21,18411.74,18362.61,Paid,9,49.13,0.27,1,0,0,0,44.7,Medium
SHP018648,2024-08-12,Kochi,Chandigarh,1100.5,Road,Truck,2159.7,8.54,Standard,5,VEN024,Zenith Carriers,4.8,21.0,13404.36,1859.74,1727.91,799.94,273.01,19638.39,INV018648,2024-08-19,19688.6,19822.75,Paid,13,-134.15,-0.68,0,0,0,0,0.2,Low
SHP018649,2025-01-04,Kochi,Lucknow,2800.0,Road,Trailer,1018.3,9.78,Express,10,VEN029,Titan Transport,3.3,20.0,49401.87,6269.15,4398.22,458.17,170.46,62372.83,INV018649,2025-01-07,62664.22,60709.23,Overdue,108,1954.99,3.22,0,0,0,1,36.3,Medium
SHP018650,2025-02-28,Nagpur,Jaipur,754.3,Rail,Container Wagon,315.0,2.29,Express,4,VEN021,United Freight,4.5,24.0,8723.53,822.33,0.0,319.85,311.25,11544.26,INV018650,2025-03-07,11391.54,11509.2,Paid,6,-117.66,-1.02,0,0,0,0,9.2,Low
SHP018651,2025-07-22,Hyderabad,Nagpur,594.3,Road,Trailer,567.7,3.65,Fragile,2,VEN006,FastTrack Logistics,5.0,9.0,8968.19,983.26,811.02,378.58,261.47,11661.47,INV018651,2025-07-24,8968.49,11569.9,Pending,7,-2601.41,-22.48,0,1,0,0,36.2,Medium
SHP018652,2024-12-22,Mumbai,Hyderabad,660.6,Road,Trailer,4948.5,70.71,Express,4,VEN020,TransNova,4.3,18.0,15991.61,2504.14,892.92,1307.86,315.55,19564.98,INV018652,2024-12-25,19673.66,19736.29,Paid,14,-62.63,-0.32,0,0,0,0,3.6,Low
SHP018653,2025-07-10,Nagpur,Hyderabad,1048.6,Road,Trailer,850.2,,Standard,4,VEN020,TransNova,4.3,18.0,15306.94,2419.34,1803.1,329.94,194.66,30983.84,INV000832,2025-07-14,30939.41,30774.89,Paid,4,164.52,0.53,1,0,1,0,62.5,High
SHP018654,2025-01-26,Bengaluru,Kolkata,1148.6,Rail,,1555.6,5.95,Express,5,VEN020,TransNova,4.3,18.0,12446.29,1070.21,0.0,415.02,277.43,15289.23,INV018654,2025-01-29,14463.67,14732.72,Paid,9,-269.05,-1.83,0,0,0,0,0.0,Low
SHP018655,2025-01-29,Ahmedabad,Nagpur,583.4,Rail,Container Wagon,186.6,0.74,Fragile,3,VEN013,Metro Cargo,4.3,13.0,5359.14,384.73,0.0,291.49,383.11,6342.42,INV018655,2025-02-01,6015.41,6189.99,Paid,3,-174.58,-2.82,0,0,0,0,8.3,Low
SHP018656,2024-01-01,Indore,Bengaluru,2576.6,Road,Truck,1425.4,10.81,Bulk,10,VEN016,PrimeRoute Transport,,13.0,25504.45,2817.65,2598.28,412.43,80.36,31688.04,INV018656,2024-01-02,32340.12,31684.33,Paid,5,655.79,2.07,0,0,0,0,8.3,Low
SHP018657,2025-12-04,Delhi,Ahmedabad,611.1,Road,LCV,1171.4,3.56,Express,2,VEN020,TransNova,4.3,18.0,8693.96,885.66,865.82,351.95,102.0,11213.93,INV018657,2025-12-09,10669.52,10891.66,Paid,12,-222.14,-2.04,0,0,0,0,0.0,Low
SHP018658,2025-09-15,Surat,Nagpur,755.4,Rail,Cargo Wagon,214.7,0.56,Express,3,VEN014,NorthStar Logistics,4.6,5.0,6980.33,764.85,0.0,282.67,72.56,8096.75,INV018658,2025-09-17,8397.95,8167.12,Paid,14,230.83,2.83,0,0,0,0,11.8,Low
SHP018659,2024-02-21,Kolkata,Hyderabad,1190.3,Road,LCV,846.2,3.35,Standard,7,VEN024,Zenith Carriers,4.8,,11246.31,1653.58,1395.98,385.27,176.39,15137.43,INV018659,2024-02-28,15798.28,15177.43,Paid,11,620.85,4.09,0,0,0,0,0.2,Low
SHP018660,2024-02-12,Chennai,Indore,1441.3,Road,Truck,795.8,3.71,Express,5,VEN022,Velocity Logistics,3.7,12.0,20997.99,3247.94,2340.19,359.86,246.76,25799.57,INV018660,2024-02-13,25654.12,24824.61,Paid,5,829.51,3.34,0,0,0,0,4.7,Low
SHP018661,2025-10-25,Hyderabad,Chennai,395.2,Road,Mini Truck,1028.3,9.28,Express,4,VEN010,JetMove Logistics,3.9,13.0,5818.66,729.08,289.26,371.87,352.33,8320.18,INV018661,2025-10-31,7981.79,8017.34,Paid,18,-35.55,-0.44,0,0,0,0,5.9,Low
SHP018662,2024-07-05,Pune,Chandigarh,2800.0,Road,LCV,945.0,8.77,Standard,11,VEN019,SkyLink Cargo,4.7,15.0,23525.45,3615.03,3999.14,460.27,649.76,33276.45,INV018662,2024-07-11,34068.11,33724.94,Pending,15,343.17,1.02,0,0,0,0,0.3,Low
SHP018663,2026-03-18,Pune,Surat,934.1,Road,Truck,378.6,1.43,Express,4,VEN023,WestWay Transport,4.9,5.0,12856.13,2203.38,1551.37,319.36,240.15,18736.42,INV018663,2026-03-23,19455.76,19196.65,Paid,11,259.11,1.35,0,0,0,0,3.7,Low
SHP018664,2025-12-24,Bengaluru,Indore,2304.4,Road,Truck,2037.0,12.01,Standard,8,VEN015,Omni Freight,,,23636.56,3923.64,2838.99,710.37,391.17,31086.49,INV018664,2025-12-31,30810.19,30042.12,Paid,2,768.07,2.56,1,0,0,0,48.5,Medium
SHP018665,2025-01-06,Bengaluru,Kolkata,1204.9,Road,Truck,691.9,7.84,Standard,6,VEN022,Velocity Logistics,3.7,,13014.27,1527.72,984.46,379.05,187.94,16095.16,INV018665,2025-01-07,15532.8,15376.96,Paid,17,155.84,1.01,0,0,0,0,8.4,Low
SHP018666,2026-06-04,Ahmedabad,Lucknow,724.2,Rail,Container Wagon,699.7,4.98,Express,4,VEN004,Delta Freight,4.4,25.0,7430.09,691.02,0.0,310.66,214.49,9101.85,INV018666,2026-06-11,8986.63,8986.79,Paid,17,-0.16,-0.0,1,0,0,0,35.0,Medium
SHP018667,2025-04-22,Chennai,Nagpur,1742.3,Air,Air Cargo Express,1895.4,6.37,Bulk,5,VEN012,LoadMasters,4.9,6.0,96060.22,4707.32,0.0,489.44,112.18,165270.88,INV018667,2025-04-29,163063.04,162540.82,Paid,19,522.22,0.32,0,0,1,0,27.4,Medium
SHP018668,2026-06-11,Lucknow,Nagpur,2341.3,Road,LCV,2068.7,7.1,Standard,10,VEN022,Velocity Logistics,3.7,12.0,23061.35,3177.16,3329.99,717.93,159.88,32068.08,INV018668,2026-06-12,32465.72,31310.65,Paid,10,1155.07,3.69,0,0,0,0,0.0,Low
SHP018669,2024-02-16,Surat,Kolkata,1660.2,Rail,Container Wagon,2974.6,11.14,Standard,7,VEN027,Reliable Movers,3.9,4.0,15568.83,1794.01,0.0,629.84,248.18,17832.8,INV018669,2024-02-20,17996.15,17933.35,Pending,30,62.8,0.35,0,0,0,0,5.6,Low
SHP018670,2025-06-17,Delhi,Chennai,1715.1,Road,Mini Truck,929.3,12.09,Standard,7,VEN020,TransNova,4.3,18.0,14991.21,2335.72,1443.52,501.76,368.95,20339.63,INV018670,2025-06-24,20891.37,20566.03,Overdue,106,325.34,1.58,0,0,0,0,25.9,Medium
SHP018671,2026-01-05,Delhi,Pune,694.8,Road,Trailer,601.3,,Bulk,3,VEN020,TransNova,4.3,18.0,8448.29,1165.41,877.52,341.89,636.68,13160.04,INV018671,2026-01-08,12740.34,12632.34,Paid,12,108.0,0.85,0,0,0,0,15.9,Low
SHP018672,2024-08-21,Lucknow,Chennai,392.5,Road,LCV,1359.2,5.45,Standard,4,VEN011,Kinetic Transport,3.7,21.0,6159.12,758.92,649.62,458.37,332.19,8836.24,INV018672,2024-08-27,7033.49,9073.63,Paid,7,-2040.14,-22.48,0,1,0,0,32.1,Medium
SHP018673,2026-01-18,Delhi,Chandigarh,1229.1,Road,LCV,3053.4,,Fragile,6,VEN022,Velocity Logistics,3.7,12.0,15888.82,2135.16,1435.09,504.61,159.78,38275.17,INV018673,2026-01-20,37953.97,38383.76,Paid,9,-429.79,-1.12,0,0,1,0,30.5,Medium
SHP018674,2026-01-21,Lucknow,Jaipur,450.1,Road,Trailer,529.1,1.63,Express,3,VEN011,Kinetic Transport,3.7,21.0,9345.07,1060.27,607.85,379.2,59.78,11553.61,INV018674,2026-01-24,11337.95,11284.99,Paid,3,52.96,0.47,0,0,0,0,0.0,Low
SHP018675,2025-12-05,Ahmedabad,Kolkata,1337.4,Road,LCV,511.0,3.19,Bulk,7,VEN002,BlueLine Transport,3.9,19.0,14234.87,2214.81,2041.48,325.46,101.87,18931.59,INV018675,2025-12-08,19241.01,18618.92,Paid,13,622.09,3.34,0,0,0,0,1.2,Low
SHP018676,2025-08-08,Pune,Nagpur,1048.2,Road,LCV,827.1,7.14,Standard,5,VEN008,Horizon Carriers,4.6,10.0,10670.39,1439.88,1327.81,431.71,532.37,13367.83,INV018676,2025-08-14,13051.1,13268.21,Overdue,56,-217.11,-1.64,0,0,0,0,12.7,Low
SHP018677,2024-03-24,Lucknow,Chennai,1103.9,Road,Truck,2438.6,16.44,Fragile,5,VEN019,SkyLink Cargo,4.7,15.0,16712.52,2693.35,1540.61,695.27,194.03,22814.13,INV018677,2024-03-28,21823.06,22059.96,Paid,8,-236.9,-1.07,0,0,0,0,3.4,Low
SHP018678,2026-06-06,Surat,Nagpur,941.3,Road,Mini Truck,177.5,0.59,Express,5,VEN029,Titan Transport,3.3,20.0,9338.11,1676.44,811.35,276.3,572.49,12771.63,INV018678,2026-06-09,12918.45,12723.88,Overdue,98,194.57,1.53,0,0,0,1,26.6,Medium
SHP018679,2026-03-05,Mumbai,Jaipur,899.1,Road,,2842.9,10.25,Standard,5,VEN015,Omni Freight,3.9,18.0,12797.82,1777.16,1010.44,525.6,98.7,17674.63,INV018679,2026-03-06,17979.38,17557.94,Paid,16,421.44,2.4,0,0,0,0,0.0,Low
SHP018680,2025-05-09,Bengaluru,Kochi,582.9,Road,Mini Truck,580.8,1.5,Standard,3,VEN026,Pioneer Freight,3.4,18.0,5869.13,686.15,676.37,,85.32,7577.21,INV018680,2025-05-15,7295.21,7329.13,Paid,11,-33.92,-0.46,0,0,0,0,0.0,Low
SHP018681,2024-12-24,Chandigarh,Jaipur,811.9,Rail,Cargo Wagon,3025.1,28.19,Standard,3,VEN024,Zenith Carriers,4.8,21.0,9303.65,1046.5,0.0,1099.49,265.66,11895.92,INV018681,2024-12-31,11929.67,11926.79,Paid,16,2.88,0.02,0,0,0,0,11.0,Low
SHP018682,2025-04-18,Delhi,Indore,1974.9,Road,,293.6,0.87,Fragile,8,VEN017,QuickHaul,4.1,,20270.37,2623.6,1610.47,281.98,507.25,25638.31,INV018682,2025-04-24,24097.8,24574.37,Paid,12,-476.57,-1.94,0,0,0,0,6.1,Low
SHP018683,2026-06-04,Pune,Bengaluru,866.1,Road,LCV,1221.8,8.97,Bulk,3,VEN025,Orbit Logistics,4.6,17.0,9639.94,1036.49,1558.22,412.95,152.89,12286.9,INV018683,2026-06-09,12075.34,12275.12,Paid,1,-199.78,-1.63,0,0,0,0,9.7,Low
SHP018684,2024-02-09,Ahmedabad,Chennai,1092.3,Road,,813.6,4.88,Express,6,VEN013,Metro Cargo,4.3,13.0,13917.87,2478.18,1075.13,397.28,536.79,19554.56,INV018684,2024-02-15,18846.45,19097.11,Paid,12,-250.66,-1.31,0,0,0,0,1.5,Low
SHP018685,2025-03-08,Hyderabad,Jaipur,696.7,Road,Truck,993.9,3.91,Standard,5,VEN014,NorthStar Logistics,4.6,5.0,9027.56,1422.77,1162.69,368.17,219.22,11833.54,INV018685,2025-03-11,11281.55,11329.92,Paid,11,-48.37,-0.43,0,0,0,0,0.0,Low
SHP018686,2024-06-23,Ahmedabad,Chennai,1412.5,Rail,Container Wagon,2430.7,8.46,Standard,4,VEN023,WestWay Transport,4.9,5.0,14036.13,1410.19,0.0,581.8,222.08,17643.93,INV018686,2024-06-27,18053.63,17932.99,Paid,6,120.64,0.67,0,0,0,0,2.5,Low
SHP018687,2026-01-03,Mumbai,Delhi,723.9,Road,LCV,2417.2,17.67,Standard,4,VEN020,TransNova,4.3,18.0,10871.17,1131.6,919.7,659.23,180.73,14778.38,INV018687,2026-01-10,15129.47,15036.53,Pending,9,92.94,0.62,0,0,0,0,0.0,Low
SHP018688,2025-08-23,Kolkata,Pune,1871.7,Road,Mini Truck,6259.8,,Standard,8,VEN016,PrimeRoute Transport,3.5,,23835.72,2565.39,1966.79,1377.93,496.93,30493.51,INV018688,2025-08-29,29028.44,29932.39,Paid,0,-903.95,-3.02,0,0,0,0,3.9,Low
SHP018689,2026-04-02,Delhi,Chennai,697.8,Road,LCV,3823.1,11.69,Standard,2,VEN013,Metro Cargo,4.3,13.0,11389.83,2051.77,665.41,817.58,450.03,14649.97,INV018689,2026-04-05,14288.61,14311.4,Overdue,116,-22.79,-0.16,0,0,0,0,19.6,Low
SHP018690,2026-06-13,Kochi,Lucknow,466.6,Air,Air Cargo Express,3250.3,12.15,Standard,3,VEN030,Urban Logistics,4.4,21.0,35857.1,1507.97,0.0,732.42,53.96,35783.32,INV018690,2026-06-14,27781.93,35840.38,Paid,0,-8058.45,-22.48,0,1,0,0,30.6,Medium
SHP018691,2024-04-14,Nagpur,Jaipur,848.7,Road,Trailer,1197.3,2.98,,6,VEN002,BlueLine Transport,3.9,19.0,16107.68,2654.11,1428.98,367.03,227.76,20846.39,INV018691,2024-04-21,20780.01,20421.49,Paid,18,358.52,1.76,0,0,0,0,12.3,Low
SHP018692,2025-03-04,Chennai,Ahmedabad,380.7,Rail,Cargo Wagon,603.7,3.41,Bulk,3,VEN002,BlueLine Transport,3.9,19.0,3581.73,364.9,0.0,422.96,62.71,4636.99,INV018692,2025-03-06,4464.23,4598.91,Paid,2,-134.68,-2.93,0,0,0,0,9.1,Low
SHP018693,2026-04-18,Delhi,Nagpur,1514.1,Road,,1231.4,6.65,,6,VEN015,Omni Freight,3.9,18.0,16678.7,2381.56,1291.64,506.35,323.65,21551.88,INV018693,2026-04-20,21162.66,21324.28,Paid,19,-161.62,-0.76,0,0,0,0,6.4,Low
SHP018694,2024-01-27,Kolkata,Mumbai,693.4,Road,Trailer,1219.2,7.84,Bulk,4,VEN002,BlueLine Transport,3.9,19.0,9907.15,1742.92,862.59,582.77,202.11,14168.18,INV018694,2024-02-03,13884.82,13731.45,Paid,18,153.37,1.12,0,0,0,0,0.0,Low
